Display,Topic,Type,PMI System,PMI Code,Parent code,Date of Last Update
EMSI Site Pairing,EMSI Site Pairing,Module Name,http://terminology.pmi-ops.org/CodeSystem/ppi,EMSIScheduling,,10/4/2017
